id,Дата,UserID,Продукт,Количество,Цена
2599,2017-12-04,87,Стиральная машина,18,20711
2600,2011-02-18,92,Смартфон,10,49083
2601,2005-10-15,129,Стиральная машина,18,40186
2602,2021-09-12,116,Сенсорная лампа,6,4045
2603,2005-06-03,21,Стиральная машина,20,24696
2604,2014-10-28,27,Парогенератор,10,7834
2605,2012-08-17,185,Умные часы,11,16206
2606,2020-02-22,43,Планшет,3,9450
2607,2007-08-10,54,Портативная колонка,4,43364
2608,2024-04-26,272,Электрочайник,4,24086
2609,2008-02-03,291,Ноутбук,1,42363
2610,2023-01-19,40,Электрическая зубная щетка,9,39331
2611,2016-03-24,146,Внешний жесткий диск,20,28637
2612,2023-07-25,148,Робот-пылесос,1,4451
2613,2015-02-04,260,Портативная колонка,17,14948
2614,2008-01-13,112,Смартфон,7,10366
2615,2006-07-21,66,Стиральная машина,17,8516
2616,2010-12-26,220,Парогенератор,1,13287
2617,2018-09-02,253,Цифровая камера,17,12295
2618,2006-11-25,209,Сенсорная лампа,20,26532
2619,2019-08-19,238,Электрочайник,5,9113
2620,2015-05-20,74,Холодильник,6,16729
2621,2009-08-24,241,Робот-пылесос,12,17877
2622,2024-04-17,224,Смартфон,7,30536
2623,2016-08-21,205,Стиральная машина,2,24977
2624,2023-04-23,128,Беспроводные наушники,20,46599
2625,2011-04-03,170,Электрочайник,11,45075
2626,2008-11-21,86,Электрическая зубная щетка,10,42289
2627,2007-03-15,277,Холодильник,11,25347
2628,2017-11-01,298,Электрочайник,6,22219
2629,2008-12-10,204,Парогенератор,12,9095
2630,2007-04-01,197,Электрическая зубная щетка,17,29896
2631,2022-04-24,238,Внешний жесткий диск,9,6601
2632,2014-09-04,151,Планшет,4,1663
2633,2015-03-14,239,Парогенератор,11,22958
2634,2009-03-30,146,Робот-пылесос,7,21838
2635,2015-05-23,176,Электрическая зубная щетка,15,19038
2636,2007-07-17,87,Микроволновая печь,19,43136
2637,2012-11-15,17,Стиральная машина,7,27755
2638,2005-07-12,38,Парогенератор,17,14046
2639,2023-10-29,45,Соковыжималка,1,31113
2640,2010-12-11,283,Холодильник,20,19701
2641,2012-11-21,276,Портативная колонка,7,35705
2642,2017-07-15,13,Беспроводные наушники,11,2212
2643,2021-03-04,115,Сенсорная лампа,9,43763
2644,2015-12-15,147,Сенсорная лампа,2,45070
2645,2018-09-10,246,Микроволновая печь,3,31559
2646,2019-08-09,237,Внешний жесткий диск,16,33216
2647,2017-08-24,15,Парогенератор,8,48441
2648,2021-02-07,49,Ноутбук,18,39204
2649,2012-12-24,51,Игровая консоль,1,642
2650,2019-02-18,33,Цифровая камера,11,8179
2651,2015-01-27,244,Беспроводные наушники,12,42034
2652,2022-04-01,48,Беспроводные наушники,18,3739
2653,2013-07-06,209,Микроволновая печь,17,26860
2654,2008-02-12,12,Электрическая зубная щетка,6,30751
2655,2016-02-02,262,Сенсорная лампа,13,18811
2656,2016-09-30,159,Электрочайник,7,2841
2657,2024-08-17,246,Холодильник,12,38403
2658,2015-09-23,4,Стиральная машина,15,23609
2659,2017-11-16,228,Электрическая зубная щетка,7,35864
2660,2015-12-20,23,Сенсорная лампа,12,14564
2661,2019-12-11,231,Соковыжималка,16,46547
2662,2014-02-26,256,Цифровая камера,1,33600
2663,2019-09-08,25,Парогенератор,5,4434
2664,2008-01-13,213,Фитнес-браслет,2,29709
2665,2005-11-20,16,Сенсорная лампа,15,22752
2666,2007-05-04,184,Внешний жесткий диск,5,30428
2667,2014-08-28,94,Цифровая камера,18,4059
2668,2024-08-20,11,Фитнес-браслет,6,30365
2669,2011-05-02,214,Микроволновая печь,15,22647
2670,2014-04-06,215,Микроволновая печь,11,4327
2671,2021-12-23,246,Электрическая зубная щетка,6,46694
2672,2016-12-17,74,Ноутбук,17,20118
2673,2018-02-17,76,Ноутбук,19,47386
2674,2015-09-18,123,Робот-пылесос,4,5271
2675,2014-04-29,243,Электрочайник,3,22807
2676,2015-05-13,20,Робот-пылесос,2,32199
2677,2022-10-06,24,Холодильник,19,11144
2678,2007-09-11,151,Стиральная машина,7,31211
2679,2021-03-28,277,Портативная колонка,12,16405
2680,2020-05-21,197,Беспроводные наушники,17,45508
2681,2023-07-12,155,Планшет,6,25616
2682,2023-01-27,192,Игровая консоль,6,31993
2683,2009-12-12,128,Стиральная машина,17,32851
2684,2010-11-30,158,Сенсорная лампа,1,16549
2685,2022-12-20,22,Фитнес-браслет,18,7225
2686,2017-08-21,208,Планшет,14,31658
2687,2005-04-08,182,Стиральная машина,4,30588
2688,2008-02-25,77,Умные часы,8,46955
2689,2017-11-05,141,Внешний жесткий диск,8,24038
2690,2022-05-02,133,Фитнес-браслет,17,37166
2691,2018-01-08,154,Микроволновая печь,13,48265
2692,2008-01-04,173,Стиральная машина,18,42816
2693,2013-03-30,195,Соковыжималка,7,27771
2694,2015-06-22,174,Ноутбук,3,2963
2695,2019-07-25,51,Фитнес-браслет,16,43473
2696,2021-06-11,110,Электрочайник,17,27092
2697,2015-01-04,232,Ноутбук,10,44724
2698,2011-04-24,236,Парогенератор,15,13233
2699,2011-04-04,190,Внешний жесткий диск,9,23021
2700,2014-07-15,280,Ноутбук,19,12041
2701,2008-07-30,64,Стиральная машина,1,23365
2702,2018-05-08,162,Планшет,2,41217
2703,2010-10-10,130,Микроволновая печь,3,12658
2704,2023-12-16,205,Электрочайник,9,6708
2705,2017-01-30,71,Внешний жесткий диск,16,1923
2706,2011-11-26,214,Смартфон,20,4731
2707,2012-01-29,45,Портативная колонка,8,11807
2708,2017-11-09,126,Умные часы,9,49738
2709,2006-05-15,271,Портативная колонка,14,4068
2710,2009-08-20,205,Планшет,3,38539
2711,2006-08-06,132,Парогенератор,4,47277
2712,2007-12-07,291,Цифровая камера,10,41826
2713,2022-03-08,175,Внешний жесткий диск,14,31620
2714,2011-09-17,190,Планшет,12,26944
2715,2023-08-18,218,Парогенератор,7,37073
2716,2021-05-21,64,Планшет,1,45303
2717,2018-06-03,71,Беспроводные наушники,17,10252
2718,2024-09-05,260,Парогенератор,16,43437
2719,2009-02-14,235,Портативная колонка,7,18586
2720,2013-11-10,162,Парогенератор,2,16735
2721,2012-06-20,278,Портативная колонка,20,34395
2722,2005-07-13,37,Фитнес-браслет,7,35878
2723,2016-10-07,112,Планшет,9,37022
2724,2023-12-08,33,Робот-пылесос,10,20893
2725,2016-06-01,103,Цифровая камера,19,13943
2726,2020-06-29,126,Электрическая зубная щетка,16,11433
2727,2006-04-29,271,Электрочайник,1,30639
2728,2007-03-18,170,Цифровая камера,6,44997
2729,2006-04-01,74,Электрическая зубная щетка,9,49330
2730,2020-03-24,6,Робот-пылесос,14,1733
2731,2018-08-01,176,Микроволновая печь,5,1681
2732,2014-12-03,138,Внешний жесткий диск,8,47209
2733,2023-06-02,199,Соковыжималка,14,13566
2734,2019-02-24,210,Сенсорная лампа,19,13589
2735,2005-08-17,289,Планшет,12,2053
2736,2022-10-22,288,Беспроводные наушники,18,23734
2737,2016-03-12,26,Электрочайник,13,33542
2738,2017-06-11,99,Электрочайник,13,18478
2739,2011-04-18,233,Ноутбук,13,36299
2740,2012-07-28,207,Электрочайник,8,45070
2741,2011-01-03,228,Микроволновая печь,1,27275
2742,2008-11-06,131,Портативная колонка,4,6474
2743,2006-11-29,255,Умные часы,17,49941
2744,2017-09-09,241,Смартфон,16,14170
2745,2014-09-24,190,Беспроводные наушники,15,21355
2746,2021-11-22,186,Сенсорная лампа,10,8266
2747,2017-06-07,141,Электрическая зубная щетка,3,17264
2748,2018-12-25,79,Соковыжималка,2,14107
2749,2016-02-25,111,Электрическая зубная щетка,9,14640
2750,2005-05-21,22,Соковыжималка,15,41778
2751,2021-10-08,103,Парогенератор,8,49050
2752,2013-07-15,27,Беспроводные наушники,11,23708
2753,2023-02-14,24,Фитнес-браслет,9,32805
2754,2008-07-27,79,Умные часы,15,35001
2755,2024-03-18,132,Электрочайник,20,38306
2756,2023-10-01,177,Электрочайник,7,12766
2757,2017-08-15,301,Парогенератор,20,27463
2758,2010-05-14,56,Цифровая камера,16,24154
2759,2009-04-08,70,Электрическая зубная щетка,20,5626
2760,2011-01-12,91,Электрочайник,1,9972
2761,2009-01-30,208,Портативная колонка,8,1485
2762,2015-06-17,224,Планшет,18,31254
2763,2007-11-01,284,Беспроводные наушники,20,21876
2764,2015-12-14,233,Электрическая зубная щетка,2,15298
2765,2022-06-06,275,Портативная колонка,14,36841
2766,2007-12-13,85,Соковыжималка,3,9712
2767,2020-01-30,3,Фитнес-браслет,8,22852
2768,2022-01-15,116,Игровая консоль,15,11990
2769,2022-05-26,235,Микроволновая печь,3,13264
2770,2008-06-11,222,Смартфон,1,36273
2771,2005-07-03,48,Робот-пылесос,1,42825
2772,2010-05-11,159,Фитнес-браслет,9,46445
2773,2022-12-17,183,Электрочайник,2,23070
2774,2019-04-21,148,Умные часы,15,43945
2775,2005-04-22,185,Смартфон,6,46227
2776,2010-12-11,63,Портативная колонка,3,6066
2777,2006-04-23,204,Микроволновая печь,8,11606
2778,2018-03-10,22,Умные часы,6,6388
2779,2007-08-14,262,Парогенератор,12,19189
2780,2020-09-02,133,Фитнес-браслет,6,46195
2781,2006-12-23,287,Ноутбук,17,43065
2782,2015-02-01,44,Смартфон,14,13504
2783,2017-01-30,67,Беспроводные наушники,8,29122
2784,2019-02-21,120,Электрическая зубная щетка,12,16826
2785,2010-02-17,281,Микроволновая печь,1,14895
2786,2005-09-08,300,Умные часы,7,10321
2787,2010-06-06,11,Портативная колонка,6,37305
2788,2015-03-22,250,Игровая консоль,9,6961
2789,2009-03-16,181,Беспроводные наушники,9,47059
2790,2015-01-22,228,Электрическая зубная щетка,10,4093
2791,2024-01-23,101,Холодильник,17,48034
2792,2020-01-01,113,Внешний жесткий диск,6,19293
2793,2005-09-02,111,Планшет,16,34229
2794,2016-08-24,118,Игровая консоль,11,34181
2795,2019-04-09,248,Электрочайник,13,30894
2796,2012-03-01,24,Сенсорная лампа,19,20206
2797,2018-06-25,301,Фитнес-браслет,1,35161
2798,2021-04-30,22,Стиральная машина,11,19646
2799,2019-05-01,119,Умные часы,18,48558
2800,2019-03-01,83,Внешний жесткий диск,7,46379
2801,2019-05-24,108,Ноутбук,8,12604
2802,2006-07-22,64,Робот-пылесос,4,33511
2803,2013-01-14,33,Микроволновая печь,14,30696
2804,2020-01-09,75,Беспроводные наушники,12,44842
2805,2010-03-03,228,Робот-пылесос,12,39617
2806,2012-08-13,293,Ноутбук,18,37721
2807,2016-04-03,289,Цифровая камера,9,26586
2808,2018-08-04,120,Смартфон,3,26376
2809,2023-03-26,148,Микроволновая печь,12,8815
2810,2019-05-23,100,Умные часы,1,4896
2811,2020-08-20,10,Цифровая камера,19,45701
2812,2024-08-10,131,Электрическая зубная щетка,5,44161
2813,2013-07-29,206,Смартфон,14,32253
2814,2015-03-13,163,Робот-пылесос,3,16703
2815,2015-12-13,165,Беспроводные наушники,7,13283
2816,2016-02-19,144,Соковыжималка,9,47133
2817,2008-06-02,234,Беспроводные наушники,16,4699
2818,2023-06-16,22,Ноутбук,14,31154
2819,2013-06-27,267,Микроволновая печь,10,29707
2820,2019-11-02,246,Смартфон,6,33056
2821,2006-04-30,201,Стиральная машина,17,29154
2822,2010-01-20,121,Ноутбук,4,34466
2823,2012-02-16,66,Цифровая камера,6,14287
2824,2008-02-14,290,Сенсорная лампа,6,40362
2825,2014-10-20,256,Беспроводные наушники,14,22718
2826,2009-06-20,94,Фитнес-браслет,2,16963
2827,2018-07-17,119,Портативная колонка,10,44794
2828,2018-06-11,112,Стиральная машина,9,40517
2829,2015-11-29,145,Ноутбук,10,32852
2830,2011-11-20,127,Электрическая зубная щетка,19,6988
2831,2016-08-08,241,Парогенератор,17,46714
2832,2019-09-28,229,Игровая консоль,18,24725
2833,2009-08-05,226,Холодильник,16,30858
2834,2009-07-09,24,Беспроводные наушники,1,16407
2835,2015-11-18,174,Умные часы,19,44204
2836,2020-08-21,138,Планшет,13,27252
2837,2010-12-21,73,Парогенератор,17,6637
2838,2015-06-22,99,Игровая консоль,9,1380
2839,2014-09-29,125,Фитнес-браслет,9,26784
2840,2022-06-29,243,Электрочайник,16,27212
2841,2016-10-18,260,Соковыжималка,1,2196
2842,2005-10-22,49,Холодильник,5,28774
2843,2015-09-12,21,Фитнес-браслет,15,45796
2844,2009-08-25,177,Холодильник,14,42259
2845,2023-07-20,119,Парогенератор,16,26251
2846,2014-05-03,128,Внешний жесткий диск,19,9924
2847,2009-04-11,299,Электрическая зубная щетка,5,4539
2848,2011-11-10,169,Соковыжималка,12,32882
2849,2021-04-05,156,Внешний жесткий диск,13,31527
2850,2019-12-06,73,Умные часы,12,12579
2851,2011-01-18,5,Парогенератор,19,22438
2852,2010-10-06,89,Парогенератор,19,13427
2853,2004-11-15,176,Холодильник,9,11020
2854,2014-02-14,75,Беспроводные наушники,7,18170
2855,2022-11-02,66,Робот-пылесос,5,39701
2856,2008-01-02,63,Планшет,17,17285
2857,2018-10-25,277,Холодильник,3,7511
2858,2022-03-11,232,Электрическая зубная щетка,3,19877
2859,2016-05-28,171,Парогенератор,6,5806
2860,2014-09-28,2,Смартфон,4,27365
2861,2021-01-11,183,Ноутбук,15,43594
2862,2019-10-13,54,Умные часы,4,33085
2863,2005-03-24,190,Парогенератор,19,33819
2864,2014-08-01,150,Фитнес-браслет,8,48474
2865,2020-01-08,292,Ноутбук,8,11711
2866,2022-07-10,301,Ноутбук,11,27291
2867,2016-04-22,2,Холодильник,10,3191
2868,2006-09-09,128,Микроволновая печь,19,9481
2869,2011-12-14,243,Микроволновая печь,5,36332
2870,2004-12-11,19,Холодильник,18,10976
2871,2005-01-24,279,Парогенератор,2,6471
2872,2006-12-28,188,Сенсорная лампа,18,46544
2873,2016-08-14,279,Цифровая камера,8,45401
2874,2007-02-21,296,Электрочайник,15,40230
2875,2011-05-22,14,Фитнес-браслет,2,43567
2876,2019-11-18,106,Робот-пылесос,11,1760
2877,2009-06-15,224,Электрочайник,15,31933
2878,2013-10-04,125,Микроволновая печь,15,3035
2879,2016-07-24,241,Внешний жесткий диск,14,48095
2880,2005-10-28,175,Робот-пылесос,15,28989
2881,2005-09-30,36,Сенсорная лампа,2,27275
2882,2024-01-25,271,Фитнес-браслет,12,40555
2883,2011-08-17,205,Цифровая камера,9,7777
2884,2013-11-07,149,Беспроводные наушники,12,36265
2885,2012-04-20,187,Внешний жесткий диск,4,6958
2886,2008-02-05,46,Сенсорная лампа,16,18782
2887,2016-01-23,188,Сенсорная лампа,6,10883
2888,2012-12-07,226,Сенсорная лампа,5,45906
2889,2023-06-02,172,Электрочайник,19,16512
2890,2023-08-26,60,Беспроводные наушники,18,41017
2891,2006-01-18,280,Соковыжималка,16,25373
2892,2021-12-02,196,Электрочайник,12,22346
2893,2010-11-20,288,Парогенератор,17,41524
2894,2005-10-06,81,Сенсорная лампа,4,22574
2895,2017-05-17,184,Фитнес-браслет,6,18296
2896,2015-08-17,31,Игровая консоль,8,45452
2897,2004-11-26,27,Робот-пылесос,17,5715
2898,2017-03-29,256,Стиральная машина,1,39731
2899,2009-07-07,220,Смартфон,5,36185
2900,2017-04-21,289,Сенсорная лампа,6,15948
2901,2024-07-04,168,Парогенератор,19,26696
2902,2008-08-22,117,Электрочайник,8,44453
2903,2010-02-13,87,Планшет,11,11101
2904,2020-03-05,65,Ноутбук,17,39797
2905,2007-07-31,120,Парогенератор,6,11668
2906,2017-12-05,175,Сенсорная лампа,7,29238
2907,2023-12-08,16,Сенсорная лампа,12,17651
2908,2019-02-28,171,Смартфон,11,34078
2909,2010-10-28,292,Умные часы,8,18652
2910,2013-12-21,117,Парогенератор,2,35242
2911,2014-10-03,267,Парогенератор,2,20175
2912,2020-03-15,292,Игровая консоль,7,10277
2913,2011-05-18,203,Холодильник,11,28708
2914,2005-07-28,90,Внешний жесткий диск,2,39355
2915,2014-07-07,154,Электрическая зубная щетка,2,32421
2916,2007-05-20,48,Умные часы,14,26205
2917,2015-09-16,133,Фитнес-браслет,1,9339
2918,2009-08-06,267,Фитнес-браслет,20,12604
2919,2023-08-30,84,Микроволновая печь,9,8678
2920,2019-10-10,301,Ноутбук,15,2851
2921,2019-04-15,246,Стиральная машина,20,49198
2922,2024-09-14,55,Умные часы,12,24474
2923,2018-08-02,133,Беспроводные наушники,4,1599
2924,2023-04-13,15,Игровая консоль,6,41964
2925,2019-06-21,214,Умные часы,15,7478
2926,2011-10-01,21,Фитнес-браслет,13,24547
2927,2023-10-27,294,Смартфон,18,17454
2928,2008-09-20,192,Смартфон,1,5982
2929,2019-07-03,25,Холодильник,7,48636
2930,2006-06-10,26,Парогенератор,8,26449
2931,2006-03-17,141,Робот-пылесос,2,15766
2932,2020-03-12,194,Робот-пылесос,13,44817
2933,2009-11-01,13,Электрическая зубная щетка,19,19977
2934,2021-11-22,133,Электрическая зубная щетка,5,33348
2935,2017-11-15,97,Планшет,15,36791
2936,2020-11-10,154,Соковыжималка,5,46363
2937,2010-10-13,9,Сенсорная лампа,19,4457
2938,2009-04-22,20,Ноутбук,18,47301
2939,2015-09-18,180,Парогенератор,17,39154
2940,2016-04-01,53,Игровая консоль,5,3252
2941,2020-11-30,168,Смартфон,7,999
2942,2016-05-12,68,Внешний жесткий диск,9,40527
2943,2013-03-16,236,Соковыжималка,17,7176
2944,2011-10-25,88,Внешний жесткий диск,19,28468
2945,2007-06-22,4,Игровая консоль,3,16714
2946,2011-11-07,270,Холодильник,9,44170
2947,2013-06-21,234,Микроволновая печь,19,3282
2948,2014-06-15,218,Холодильник,2,49190
2949,2019-11-15,117,Робот-пылесос,1,29075
2950,2022-10-16,18,Смартфон,19,24806
2951,2005-07-13,3,Электрочайник,4,41114
2952,2021-09-11,212,Смартфон,18,38056
2953,2024-05-03,181,Портативная колонка,16,26352
2954,2017-05-28,31,Игровая консоль,3,38909
2955,2017-07-11,278,Планшет,13,40464
2956,2017-05-06,221,Микроволновая печь,8,9308
2957,2021-10-06,232,Планшет,1,29652
2958,2014-11-16,17,Игровая консоль,16,41843
2959,2021-05-20,148,Сенсорная лампа,15,38662
2960,2010-09-18,111,Холодильник,1,30076
2961,2006-07-20,247,Сенсорная лампа,7,29657
2962,2013-12-02,170,Электрочайник,11,34101
2963,2022-11-07,127,Внешний жесткий диск,3,27420
2964,2021-12-16,190,Стиральная машина,14,43046
2965,2022-10-31,103,Парогенератор,19,4684
2966,2008-12-22,283,Беспроводные наушники,2,4600
2967,2013-05-17,115,Соковыжималка,1,47480
2968,2005-01-01,166,Электрическая зубная щетка,16,17554
2969,2018-08-10,184,Микроволновая печь,5,38680
2970,2014-06-10,153,Игровая консоль,16,45940
2971,2021-07-31,137,Соковыжималка,13,17941
2972,2013-09-19,50,Портативная колонка,17,40315
2973,2012-04-01,191,Ноутбук,19,42572
2974,2015-06-25,252,Холодильник,12,30170
2975,2024-08-27,207,Стиральная машина,11,26136
2976,2006-03-22,137,Холодильник,12,40750
2977,2021-12-21,32,Робот-пылесос,17,24318
2978,2020-07-30,95,Внешний жесткий диск,20,48472
2979,2009-10-22,54,Внешний жесткий диск,12,29877
2980,2014-08-31,79,Соковыжималка,1,32274
2981,2011-02-03,280,Внешний жесткий диск,19,44694
2982,2005-09-14,273,Электрочайник,19,31130
2983,2016-02-20,163,Электрическая зубная щетка,16,28859
2984,2018-01-16,283,Парогенератор,9,48723
2985,2010-05-01,42,Планшет,5,48920
2986,2018-01-23,85,Электрочайник,16,25742
2987,2017-06-08,236,Электрочайник,8,38108
2988,2022-09-07,160,Соковыжималка,14,28955
2989,2005-02-07,20,Внешний жесткий диск,9,4100
2990,2011-04-26,192,Планшет,10,38954
2991,2018-09-20,52,Беспроводные наушники,7,7333
2992,2021-10-10,137,Фитнес-браслет,3,28906
2993,2015-05-20,249,Портативная колонка,6,2551
2994,2010-08-30,182,Смартфон,9,34454
2995,2023-12-29,77,Умные часы,17,42158
2996,2017-04-01,168,Фитнес-браслет,11,11586
2997,2024-08-30,153,Фитнес-браслет,19,20646
2998,2010-08-26,12,Робот-пылесос,1,950
2999,2013-11-01,192,Портативная колонка,13,22230
3000,2014-09-15,255,Микроволновая печь,13,11073
3001,2013-11-23,131,Смартфон,16,44368
3002,2012-01-05,298,Стиральная машина,15,15354
3003,2009-09-11,210,Внешний жесткий диск,6,15910
3004,2013-09-13,133,Смартфон,12,1107
3005,2021-09-12,244,Планшет,4,34016
3006,2008-08-30,277,Электрическая зубная щетка,1,21719
3007,2006-09-22,203,Холодильник,13,10601
3008,2023-06-06,286,Холодильник,20,10927
3009,2005-06-27,119,Сенсорная лампа,19,34030
3010,2021-01-18,290,Фитнес-браслет,17,45667
3011,2010-04-23,112,Стиральная машина,3,23499
3012,2013-04-02,69,Умные часы,4,26599
3013,2014-10-21,183,Робот-пылесос,15,2836
3014,2016-05-05,118,Электрическая зубная щетка,1,2920
3015,2008-12-08,154,Беспроводные наушники,19,33745
3016,2010-10-14,213,Фитнес-браслет,19,10266
3017,2009-07-12,2,Электрочайник,10,19727
3018,2013-04-06,278,Внешний жесткий диск,7,45871
3019,2015-02-03,231,Микроволновая печь,5,14748
3020,2023-06-24,49,Сенсорная лампа,12,6773
3021,2024-09-23,169,Электрочайник,2,10155
3022,2011-12-08,101,Игровая консоль,4,21411
3023,2017-04-02,197,Соковыжималка,12,6849
3024,2019-06-05,146,Беспроводные наушники,18,2224
3025,2014-07-13,209,Беспроводные наушники,8,47686
3026,2007-05-17,17,Беспроводные наушники,15,17514
3027,2015-01-20,71,Парогенератор,15,21899
3028,2024-10-10,259,Игровая консоль,12,2019
3029,2018-01-24,5,Портативная колонка,19,24495
3030,2022-09-13,217,Микроволновая печь,9,48659
3031,2009-03-07,31,Игровая консоль,11,6544
3032,2019-03-11,24,Электрочайник,6,48183
3033,2017-10-02,129,Соковыжималка,4,26674
3034,2006-07-12,228,Цифровая камера,19,4287
3035,2009-10-16,166,Робот-пылесос,9,46183
3036,2018-05-06,52,Стиральная машина,20,8872
3037,2010-11-26,251,Игровая консоль,9,26861
3038,2022-10-08,249,Холодильник,2,12070
3039,2008-06-02,41,Парогенератор,12,33487
3040,2024-03-11,227,Смартфон,5,48648
3041,2023-08-23,267,Парогенератор,10,5179
3042,2018-08-29,16,Смартфон,12,1451
3043,2007-08-01,248,Ноутбук,13,20636
3044,2017-12-22,242,Микроволновая печь,1,14312
3045,2019-09-16,200,Планшет,8,41526
3046,2012-06-12,14,Цифровая камера,17,28127
3047,2012-03-21,220,Соковыжималка,13,9417
3048,2021-11-30,231,Умные часы,18,32643
3049,2011-08-30,77,Электрическая зубная щетка,3,27306
3050,2011-03-12,49,Цифровая камера,11,1322
3051,2007-02-26,125,Планшет,12,29724
3052,2008-02-28,120,Планшет,3,48428
3053,2012-12-28,246,Умные часы,14,13560
3054,2024-05-10,123,Робот-пылесос,15,24253
3055,2016-02-03,97,Портативная колонка,8,8206
3056,2023-03-31,85,Цифровая камера,16,12129
3057,2016-12-09,176,Электрочайник,8,40032
3058,2016-09-23,104,Портативная колонка,4,29602
3059,2009-04-26,35,Портативная колонка,8,661
3060,2015-06-30,194,Умные часы,13,9368
3061,2017-03-03,16,Игровая консоль,9,4994
3062,2020-11-01,115,Холодильник,19,34393
3063,2012-11-17,181,Сенсорная лампа,3,20601
3064,2022-07-29,70,Цифровая камера,17,2914
3065,2014-01-16,283,Ноутбук,15,23570
3066,2021-12-23,141,Холодильник,12,6570
3067,2023-04-05,113,Смартфон,18,9133
3068,2019-06-15,107,Смартфон,10,29914
3069,2015-03-31,31,Электрочайник,2,35104
3070,2014-07-10,167,Игровая консоль,16,26269
3071,2021-01-19,275,Смартфон,14,6119
3072,2016-05-15,61,Стиральная машина,6,20658
3073,2020-01-06,6,Электрочайник,17,23870
3074,2008-08-08,55,Портативная колонка,10,18031
3075,2008-02-24,42,Сенсорная лампа,15,5513
3076,2010-12-23,85,Планшет,10,38814
3077,2013-10-02,132,Ноутбук,13,9062
3078,2015-02-08,161,Электрочайник,15,45582
3079,2012-02-24,293,Беспроводные наушники,10,10864
3080,2011-02-06,70,Соковыжималка,20,42576
3081,2005-03-24,223,Цифровая камера,1,12787
3082,2008-02-16,223,Холодильник,12,13817
3083,2022-06-20,54,Электрическая зубная щетка,6,30595
3084,2016-02-20,204,Фитнес-браслет,17,6698
3085,2006-09-07,80,Игровая консоль,1,7074
3086,2011-08-10,260,Внешний жесткий диск,11,10851
3087,2023-06-01,84,Ноутбук,17,19199
3088,2016-08-02,178,Соковыжималка,11,4497
3089,2020-05-15,277,Портативная колонка,19,46160
3090,2010-10-30,190,Соковыжималка,12,6620
3091,2016-03-29,130,Сенсорная лампа,3,38242
3092,2024-06-29,31,Умные часы,15,1573
3093,2021-09-26,139,Беспроводные наушники,8,43853
3094,2019-08-22,250,Смартфон,8,5741
3095,2009-09-14,262,Холодильник,15,48384
3096,2018-08-06,1,Соковыжималка,10,14076
3097,2022-03-31,35,Цифровая камера,12,24472
3098,2018-01-07,289,Фитнес-браслет,1,8281
3099,2006-05-03,172,Портативная колонка,17,46313
3100,2007-11-27,235,Робот-пылесос,20,6729
3101,2011-11-03,154,Парогенератор,4,27997
3102,2022-01-29,296,Цифровая камера,7,18951
3103,2012-12-29,300,Цифровая камера,16,17834
3104,2007-08-13,56,Электрочайник,15,24544
3105,2022-06-14,73,Стиральная машина,9,11110
3106,2016-04-15,15,Стиральная машина,17,24068
3107,2006-12-16,133,Электрическая зубная щетка,19,24685
3108,2009-11-01,194,Умные часы,20,12337
3109,2006-08-03,31,Стиральная машина,1,38322
3110,2017-01-17,180,Цифровая камера,3,39362
3111,2015-03-20,5,Микроволновая печь,1,7356
3112,2016-02-04,97,Портативная колонка,14,20399
3113,2016-11-06,39,Смартфон,17,1690
3114,2006-06-27,47,Микроволновая печь,16,751
3115,2005-07-12,269,Сенсорная лампа,15,39722
3116,2022-12-02,273,Парогенератор,9,31072
3117,2007-07-31,35,Портативная колонка,6,7332
3118,2011-02-05,291,Беспроводные наушники,19,24619
3119,2006-07-11,38,Портативная колонка,8,43885
3120,2011-02-28,151,Портативная колонка,15,47564
3121,2020-12-26,230,Стиральная машина,2,45383
3122,2022-07-09,11,Микроволновая печь,14,35114
3123,2021-09-29,115,Планшет,8,14228
3124,2021-03-12,24,Фитнес-браслет,20,30545
3125,2022-10-01,285,Холодильник,7,35876
3126,2005-07-09,258,Стиральная машина,17,2788
3127,2015-01-31,170,Беспроводные наушники,9,20002
3128,2017-06-13,69,Цифровая камера,2,5774
3129,2010-07-08,108,Робот-пылесос,12,17349
3130,2019-12-10,153,Электрочайник,5,17683
3131,2022-01-05,21,Фитнес-браслет,3,26662
3132,2005-09-05,246,Парогенератор,9,23450
3133,2019-01-22,159,Внешний жесткий диск,5,45046
3134,2020-03-29,82,Холодильник,8,4641
3135,2014-03-09,36,Внешний жесткий диск,4,37664
3136,2012-08-24,70,Умные часы,11,12965
3137,2022-02-05,170,Ноутбук,13,18145
3138,2016-06-26,300,Стиральная машина,3,21173
3139,2010-05-01,23,Внешний жесткий диск,15,29631
3140,2013-09-28,230,Соковыжималка,7,7780
3141,2021-07-17,191,Игровая консоль,5,7456
3142,2013-09-18,179,Стиральная машина,6,10996
3143,2010-09-25,123,Беспроводные наушники,20,25144
3144,2013-03-11,86,Соковыжималка,17,37134
3145,2012-07-12,251,Робот-пылесос,19,12648
3146,2011-01-28,211,Игровая консоль,8,32979
3147,2005-02-17,8,Ноутбук,10,40203
3148,2021-08-31,177,Электрическая зубная щетка,6,33872
3149,2024-03-06,154,Планшет,16,16484
3150,2020-01-11,184,Умные часы,11,41501
3151,2009-10-30,116,Смартфон,5,42120
3152,2012-08-04,248,Холодильник,9,37059
3153,2006-03-23,23,Планшет,18,35263
